
================================================= Netlist Information ==================================================

Total Gates : 100 || Total Pins : 4788 || Total Wires : 1232

=================================================== Gate Information ===================================================

Gate : 1 || Pos_X : 41 || Pos_Y 6 || Width : 17 || Height : 88
Pin : 1 || Parent_Gate : 1 || Pin_X : 41 || Pin_Y : 17
Pin : 36 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 655
Pin : 37 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 656
Pin : 38 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 657
Pin : 39 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 658
Pin : 40 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 659
Pin : 41 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 660
Pin : 42 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 661
Pin : 43 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 662
Pin : 44 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 663
Pin : 45 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 664
Pin : 46 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 665
Pin : 47 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 666
Pin : 48 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 667
Pin : 49 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 668
Pin : 50 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 669
Pin : 51 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 670
Pin : 52 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 671
Pin : 53 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 672
Pin : 54 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 673
Pin : 55 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 674
Pin : 56 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 675
Pin : 57 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 676
Pin : 58 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 677
Pin : 59 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 678
Pin : 60 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 679
Pin : 61 || Parent_Gate : 70 || Pin_X : 945 || Pin_Y : 680
Pin : 62 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 628
Pin : 63 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 623
Pin : 64 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 627
Pin : 65 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 632
Pin : 66 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 629
Pin : 67 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 633
Pin : 68 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 621
Pin : 69 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 622
Pin : 70 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 637
Pin : 71 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 620
Pin : 72 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 630
Pin : 73 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 640
Pin : 74 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 624
Pin : 75 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 642
Pin : 76 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 643
Pin : 77 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 631
Pin : 78 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 644
Pin : 79 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 646
Pin : 80 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 647
Pin : 81 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 648
Pin : 82 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 649
Pin : 83 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 650
Pin : 84 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 651
Pin : 85 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 639
Pin : 86 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 653
Pin : 87 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 654
Pin : 88 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 655
Pin : 89 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 656
Pin : 90 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 657
Pin : 91 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 658
Pin : 92 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 659
Pin : 93 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 660
Pin : 94 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 661
Pin : 95 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 662
Pin : 96 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 663
Pin : 97 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 664
Pin : 98 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 665
Pin : 99 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 666
Pin : 100 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 641
Pin : 101 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 634
Pin : 102 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 669
Pin : 103 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 667
Pin : 104 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 671
Pin : 105 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 645
Pin : 106 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 673
Pin : 107 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 674
Pin : 108 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 675
Pin : 109 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 638
Pin : 110 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 636
Pin : 111 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 678
Pin : 112 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 679
Pin : 113 || Parent_Gate : 70 || Pin_X : 955 || Pin_Y : 680

Gate : 71 || Pos_X : 17 || Pos_Y 749 || Width : 65 || Height : 2
Pin : 1 || Parent_Gate : 71 || Pin_X : 17 || Pin_Y : 750
Pin : 2 || Parent_Gate : 71 || Pin_X : 82 || Pin_Y : 750
Pin : 3 || Parent_Gate : 71 || Pin_X : 82 || Pin_Y : 751

Gate : 72 || Pos_X : 117 || Pos_Y 709 || Width : 66 || Height : 81
Pin : 1 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 755
Pin : 2 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 737
Pin : 3 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 731
Pin : 4 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 713
Pin : 5 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 716
Pin : 6 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 741
Pin : 7 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 753
Pin : 8 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 765
Pin : 9 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 747
Pin : 10 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 767
Pin : 11 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 769
Pin : 12 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 751
Pin : 13 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 725
Pin : 14 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 732
Pin : 15 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 773
Pin : 16 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 766
Pin : 17 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 743
Pin : 18 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 756
Pin : 19 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 721
Pin : 20 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 774
Pin : 21 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 746
Pin : 22 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 777
Pin : 23 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 775
Pin : 24 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 754
Pin : 25 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 768
Pin : 26 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 712
Pin : 27 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 779
Pin : 28 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 714
Pin : 29 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 787
Pin : 30 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 727
Pin : 31 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 740
Pin : 32 || Parent_Gate : 72 || Pin_X : 117 || Pin_Y : 790
Pin : 33 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 728
Pin : 34 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 715
Pin : 35 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 732
Pin : 36 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 730
Pin : 37 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 736
Pin : 38 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 737
Pin : 39 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 723
Pin : 40 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 739
Pin : 41 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 721
Pin : 42 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 741
Pin : 43 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 714
Pin : 44 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 712
Pin : 45 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 713
Pin : 46 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 745
Pin : 47 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 746
Pin : 48 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 724
Pin : 49 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 748
Pin : 50 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 738
Pin : 51 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 729
Pin : 52 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 751
Pin : 53 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 710
Pin : 54 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 753
Pin : 55 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 727
Pin : 56 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 731
Pin : 57 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 754
Pin : 58 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 720
Pin : 59 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 758
Pin : 60 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 752
Pin : 61 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 717
Pin : 62 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 733
Pin : 63 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 755
Pin : 64 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 763
Pin : 65 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 726
Pin : 66 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 765
Pin : 67 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 766
Pin : 68 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 743
Pin : 69 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 768
Pin : 70 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 769
Pin : 71 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 770
Pin : 72 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 771
Pin : 73 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 762
Pin : 74 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 773
Pin : 75 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 774
Pin : 76 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 772
Pin : 77 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 757
Pin : 78 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 777
Pin : 79 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 734
Pin : 80 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 756
Pin : 81 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 718
Pin : 82 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 781
Pin : 83 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 749
Pin : 84 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 725
Pin : 85 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 784
Pin : 86 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 785
Pin : 87 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 786
Pin : 88 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 787
Pin : 89 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 779
Pin : 90 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 789
Pin : 91 || Parent_Gate : 72 || Pin_X : 183 || Pin_Y : 790

Gate : 73 || Pos_X : 221 || Pos_Y 739 || Width : 57 || Height : 22
Pin : 1 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 749
Pin : 2 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 741
Pin : 3 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 753
Pin : 4 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 742
Pin : 5 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 745
Pin : 6 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 756
Pin : 7 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 743
Pin : 8 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 758
Pin : 9 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 757
Pin : 10 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 744
Pin : 11 || Parent_Gate : 73 || Pin_X : 221 || Pin_Y : 746
Pin : 12 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 750
Pin : 13 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 751
Pin : 14 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 744
Pin : 15 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 741
Pin : 16 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 749
Pin : 17 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 740
Pin : 18 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 756
Pin : 19 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 742
Pin : 20 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 758
Pin : 21 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 745
Pin : 22 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 760
Pin : 23 || Parent_Gate : 73 || Pin_X : 278 || Pin_Y : 761

Gate : 74 || Pos_X : 311 || Pos_Y 749 || Width : 77 || Height : 1
Pin : 1 || Parent_Gate : 74 || Pin_X : 311 || Pin_Y : 750
Pin : 2 || Parent_Gate : 74 || Pin_X : 388 || Pin_Y : 750

Gate : 75 || Pos_X : 419 || Pos_Y 745 || Width : 62 || Height : 10
Pin : 1 || Parent_Gate : 75 || Pin_X : 419 || Pin_Y : 754
Pin : 2 || Parent_Gate : 75 || Pin_X : 419 || Pin_Y : 748
Pin : 3 || Parent_Gate : 75 || Pin_X : 481 || Pin_Y : 750
Pin : 4 || Parent_Gate : 75 || Pin_X : 481 || Pin_Y : 747
Pin : 5 || Parent_Gate : 75 || Pin_X : 481 || Pin_Y : 752
Pin : 6 || Parent_Gate : 75 || Pin_X : 481 || Pin_Y : 755

Gate : 76 || Pos_X : 543 || Pos_Y 734 || Width : 14 || Height : 32
Pin : 1 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 740
Pin : 2 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 743
Pin : 3 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 747
Pin : 4 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 752
Pin : 5 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 754
Pin : 6 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 761
Pin : 7 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 762
Pin : 8 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 763
Pin : 9 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 764
Pin : 10 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 748
Pin : 11 || Parent_Gate : 76 || Pin_X : 543 || Pin_Y : 753
Pin : 12 || Parent_Gate : 76 || Pin_X : 557 || Pin_Y : 744
Pin : 13 || Parent_Gate : 76 || Pin_X : 557 || Pin_Y : 753
Pin : 14 || Parent_Gate : 76 || Pin_X : 557 || Pin_Y : 755
Pin : 15 || Parent_Gate : 76 || Pin_X : 557 || Pin_Y : 757
Pin : 16 || Parent_Gate : 76 || Pin_X : 557 || Pin_Y : 738
Pin : 17 || Parent_Gate : 76 || Pin_X : 557 || Pin_Y : 737
Pin : 18 || Parent_Gate : 76 || Pin_X : 557 || Pin_Y : 763
Pin : 19 || Parent_Gate : 76 || Pin_X : 557 || Pin_Y : 740
Pin : 20 || Parent_Gate : 76 || Pin_X : 557 || Pin_Y : 751
Pin : 21 || Parent_Gate : 76 || Pin_X : 557 || Pin_Y : 766

Gate : 77 || Pos_X : 623 || Pos_Y 733 || Width : 53 || Height : 34
Pin : 1 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 735
Pin : 2 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 736
Pin : 3 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 745
Pin : 4 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 740
Pin : 5 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 747
Pin : 6 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 741
Pin : 7 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 749
Pin : 8 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 748
Pin : 9 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 751
Pin : 10 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 752
Pin : 11 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 753
Pin : 12 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 743
Pin : 13 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 734
Pin : 14 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 744
Pin : 15 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 757
Pin : 16 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 746
Pin : 17 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 759
Pin : 18 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 742
Pin : 19 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 761
Pin : 20 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 762
Pin : 21 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 763
Pin : 22 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 758
Pin : 23 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 765
Pin : 24 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 766
Pin : 25 || Parent_Gate : 77 || Pin_X : 623 || Pin_Y : 750
Pin : 26 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 743
Pin : 27 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 738
Pin : 28 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 752
Pin : 29 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 749
Pin : 30 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 754
Pin : 31 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 755
Pin : 32 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 742
Pin : 33 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 745
Pin : 34 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 739
Pin : 35 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 759
Pin : 36 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 760
Pin : 37 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 761
Pin : 38 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 762
Pin : 39 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 757
Pin : 40 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 764
Pin : 41 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 741
Pin : 42 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 747
Pin : 43 || Parent_Gate : 77 || Pin_X : 676 || Pin_Y : 737

Gate : 78 || Pos_X : 747 || Pos_Y 721 || Width : 5 || Height : 58
Pin : 1 || Parent_Gate : 78 || Pin_X : 747 || Pin_Y : 727
Pin : 2 || Parent_Gate : 78 || Pin_X : 747 || Pin_Y : 750
Pin : 3 || Parent_Gate : 78 || Pin_X : 747 || Pin_Y : 746
Pin : 4 || Parent_Gate : 78 || Pin_X : 747 || Pin_Y : 761
Pin : 5 || Parent_Gate : 78 || Pin_X : 747 || Pin_Y : 763
Pin : 6 || Parent_Gate : 78 || Pin_X : 747 || Pin_Y : 732
Pin : 7 || Parent_Gate : 78 || Pin_X : 752 || Pin_Y : 738
Pin : 8 || Parent_Gate : 78 || Pin_X : 752 || Pin_Y : 758
Pin : 9 || Parent_Gate : 78 || Pin_X : 752 || Pin_Y : 766

Gate : 79 || Pos_X : 821 || Pos_Y 723 || Width : 58 || Height : 54
Pin : 1 || Parent_Gate : 79 || Pin_X : 821 || Pin_Y : 767
Pin : 2 || Parent_Gate : 79 || Pin_X : 821 || Pin_Y : 768
Pin : 3 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 729
Pin : 4 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 730
Pin : 5 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 726
Pin : 6 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 732
Pin : 7 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 733
Pin : 8 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 734
Pin : 9 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 725
Pin : 10 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 736
Pin : 11 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 728
Pin : 12 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 738
Pin : 13 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 739
Pin : 14 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 740
Pin : 15 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 741
Pin : 16 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 724
Pin : 17 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 743
Pin : 18 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 744
Pin : 19 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 745
Pin : 20 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 727
Pin : 21 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 747
Pin : 22 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 748
Pin : 23 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 749
Pin : 24 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 750
Pin : 25 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 742
Pin : 26 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 746
Pin : 27 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 753
Pin : 28 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 754
Pin : 29 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 755
Pin : 30 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 756
Pin : 31 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 757
Pin : 32 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 758
Pin : 33 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 752
Pin : 34 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 760
Pin : 35 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 761
Pin : 36 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 762
Pin : 37 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 763
Pin : 38 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 759
Pin : 39 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 765
Pin : 40 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 766
Pin : 41 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 767
Pin : 42 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 731
Pin : 43 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 769
Pin : 44 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 770
Pin : 45 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 771
Pin : 46 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 772
Pin : 47 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 773
Pin : 48 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 774
Pin : 49 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 775
Pin : 50 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 737
Pin : 51 || Parent_Gate : 79 || Pin_X : 879 || Pin_Y : 777

Gate : 80 || Pos_X : 910 || Pos_Y 718 || Width : 79 || Height : 64
Pin : 1 || Parent_Gate : 80 || Pin_X : 910 || Pin_Y : 721
Pin : 2 || Parent_Gate : 80 || Pin_X : 910 || Pin_Y : 720
Pin : 3 || Parent_Gate : 80 || Pin_X : 910 || Pin_Y : 719
Pin : 4 || Parent_Gate : 80 || Pin_X : 910 || Pin_Y : 722
Pin : 5 || Parent_Gate : 80 || Pin_X : 910 || Pin_Y : 726
Pin : 6 || Parent_Gate : 80 || Pin_X : 910 || Pin_Y : 729
Pin : 7 || Parent_Gate : 80 || Pin_X : 910 || Pin_Y : 730
Pin : 8 || Parent_Gate : 80 || Pin_X : 910 || Pin_Y : 731
